Site,Plot,Subplot,Quadrat,Spp_name,Rank_dominant_grass,Grazing_value,DPM_Height,Grazing_activity,Quadrat_under_canopy,Dung_presence
C,3,Z3,Q2,Eragrostis rigidior,3,Moderate,4.9,NA,NA,NA
C,3,Z3,Q2,NA,NA,NA,4.7,NA,NA,NA
C,3,Z3,Q3,Pogonarthria squarrosa,1,Low,2,N,N,N
C,3,Z3,Q3,Eragrostis rigidior,2,Moderate,2.5,NA,NA,NA
C,3,Z3,Q3,Digitaria eriantha,3,High,3.5,NA,NA,NA
C,3,Z3,Q3,NA,NA,NA,4.9,NA,NA,NA
C,3,Z3,Q4,Heteropogon contortus,1,Moderate,3.4,N,Y,N
C,3,Z3,Q4,Pogonarthria squarrosa,2,Low,2.9,NA,NA,NA
C,3,Z3,Q4,Melinis repens,3,Low,3,NA,NA,NA
C,3,Z3,Q4,NA,NA,NA,2.2,NA,NA,NA
C,3,Z3,Q5,Cynodon dactylon,1,High,2.9,N,Y,N
C,3,Z3,Q5,Hyperrhenia filipendula,2,Moderate,2,NA,NA,NA
C,3,Z3,Q5,NA,NA,NA,4.1,NA,NA,NA
C,3,Z3,Q5,NA,NA,NA,2.9,NA,NA,NA
C,3,Z4,Q1,Pogonarthria squarrosa,2,Low,2.4,N,N,N
C,3,Z4,Q1,Heteropogon contortus,3,Moderate,3.5,NA,NA,NA
C,3,Z4,Q1,Hyperrhenia filipendula,1,Moderate,4.2,NA,NA,NA
C,3,Z4,Q1,NA,NA,NA,4,NA,NA,NA
C,3,Z4,Q2,Melinis repens,2,Low,4.4,N,Y,Y
C,3,Z4,Q2,Eragrostis rigidior,3,Moderate,5.2,NA,NA,NA
C,3,Z4,Q2,Digitaria eriantha,1,High,6.5,NA,NA,NA
C,3,Z4,Q2,Brachiaria brizantha,NA,Moderate,5.5,NA,NA,NA
C,3,Z4,Q3,Pogonarthria squarrosa,3,Low,4.9,N,N,N
C,3,Z4,Q3,Eragrostis rigidior,1,Moderate,6.9,NA,NA,NA
C,3,Z4,Q3,Digitaria eriantha,2,High,4.9,NA,NA,NA
C,3,Z4,Q3,NA,NA,NA,4.5,NA,NA,NA
C,3,Z4,Q4,Heteropogon contortus,2,Moderate,5.3,N,Y,N
C,3,Z4,Q4,Digitaria eriantha,3,High,5.5,NA,NA,NA
C,3,Z4,Q4,Brachiaria brizantha,1,Moderate,5.3,NA,NA,NA
C,3,Z4,Q4,NA,NA,NA,4.6,NA,NA,NA
C,3,Z4,Q5,Eragrostis rigidior,3,Moderate,4,N,N,N
C,3,Z4,Q5,Digitaria eriantha,NA,High,5.5,NA,NA,NA
C,3,Z4,Q5,Brachiaria brizantha,NA,Moderate,4.4,NA,NA,NA
C,3,Z4,Q5,Pogonarthria squarrosa,1,Low,4.1,NA,NA,NA
C,3,Z4,Q5,Eragrostis gummiflua,2,Low,NA,NA,NA,NA
C,4,Z1,Q1,Heteropogon contortus,1,Moderate,3.4,N,Y,N
C,4,Z1,Q1,Eragrostis rigidior,2,Moderate,5.8,NA,NA,NA
C,4,Z1,Q1,NA,NA,NA,4.8,NA,NA,NA
C,4,Z1,Q1,NA,NA,NA,4.4,NA,NA,NA
C,4,Z1,Q2,Pogonarthria squarrosa,1,Low,3.2,N,N,N
C,4,Z1,Q2,Heteropogon contortus,2,Moderate,3.8,NA,NA,NA
C,4,Z1,Q2,Panicum maximum,3,High,3.7,NA,NA,NA
C,4,Z1,Q2,NA,NA,NA,4.3,NA,NA,NA
C,4,Z1,Q3,Eragrostis rigidior,2,Moderate,2.7,N,N,N
C,4,Z1,Q3,Digitaria eriantha,1,High,4.8,NA,NA,NA
C,4,Z1,Q3,NA,NA,NA,4.6,NA,NA,NA
C,4,Z1,Q3,NA,NA,NA,4.7,NA,NA,NA
C,4,Z1,Q4,Pogonarthria squarrosa,1,Low,2.9,N,N,N
C,4,Z1,Q4,Heteropogon contortus,2,Moderate,3.8,NA,NA,NA
C,4,Z1,Q4,NA,NA,NA,3.7,NA,NA,NA
C,4,Z1,Q4,NA,NA,NA,3.6,NA,NA,NA
C,4,Z1,Q5,Heteropogon contortus,2,Moderate,4.2,Y,N,N
C,4,Z1,Q5,Panicum maximum,1,High,6.4,NA,NA,NA
C,4,Z1,Q5,Digitaria eriantha,3,High,7.1,NA,NA,NA
C,4,Z1,Q5,NA,NA,NA,6.8,NA,NA,NA
C,4,Z2,Q1,Heteropogon contortus,1,Moderate,3,N,Y,N
C,4,Z2,Q1,Aristida congesta C,2,Low,3.1,NA,NA,NA
C,4,Z2,Q1,NA,NA,NA,2.9,NA,NA,NA
C,4,Z2,Q1,NA,NA,NA,2.8,NA,NA,NA
C,4,Z2,Q2,Pogonarthria squarrosa,2,Low,8,N,Y,N
C,4,Z2,Q2,Heteropogon contortus,3,Moderate,7.1,NA,NA,NA
C,4,Z2,Q2,Panicum maximum,1,High,6.6,NA,NA,NA
C,4,Z2,Q2,Digitaria eriantha,NA,High,5.8,NA,NA,NA
C,4,Z2,Q2,Eragrostis gummiflua,NA,Low,NA,NA,NA,NA
C,4,Z2,Q2,Eragrostis superba,NA,Moderate,NA,NA,NA,NA
C,4,Z2,Q3,Heteropogon contortus,1,Moderate,6.6,Y,Y,N
C,4,Z2,Q3,Digitaria eriantha,2,Moderate,6.2,NA,NA,NA
C,4,Z2,Q3,Eragrostis rigidior,NA,Moderate,6.3,NA,NA,NA
C,4,Z2,Q3,Setaria incrassata,3,High,6.5,NA,NA,NA
C,4,Z2,Q4,Pogonarthria squarrosa,2,Low,3.6,N,N,N
C,4,Z2,Q4,Heteropogon contortus,3,Moderate,3.7,NA,NA,NA
C,4,Z2,Q4,Panicum maximum,1,High,5.3,NA,NA,NA
C,4,Z2,Q4,Aristida congesta B,NA,Low,4.5,NA,NA,NA
C,4,Z2,Q5,Pogonarthria squarrosa,1,Low,6.6,N,N,N
C,4,Z2,Q5,Heteropogon contortus,3,Moderate,5.8,NA,NA,NA
C,4,Z2,Q5,NA,NA,NA,5,NA,NA,NA
C,4,Z2,Q5,NA,NA,NA,5,NA,NA,NA
C,4,Z3,Q1,Heteropogon contortus,2,Moderate,5.4,N,N,N
C,4,Z3,Q1,Eragrostis gummiflua,3,Low,5,NA,NA,NA
C,4,Z3,Q1,Digitaria eriantha,NA,High,4.8,NA,NA,NA
C,4,Z3,Q1,Eragrostis rigidior,1,Moderate,5,NA,NA,NA
C,4,Z3,Q2,Heteropogon contortus,1,Moderate,5.4,N,N,N
C,4,Z3,Q2,Eragrostis gummiflua,NA,Low,5.4,NA,NA,NA
C,4,Z3,Q2,Pogonarthria squarrosa,2,Low,5.5,NA,NA,NA
C,4,Z3,Q2,Panicum maximum,3,High,5.4,NA,NA,NA
C,4,Z3,Q3,Heteropogon contortus,2,Moderate,4,N,Y,N
C,4,Z3,Q3,Melinis repens,3,Low,7.8,NA,NA,NA
C,4,Z3,Q3,Aristida adscensionis,1,Low,4.7,NA,NA,NA
C,4,Z3,Q4,Panicum maximum,3,High,2.3,N,Y,N
C,4,Z3,Q4,Digitaria eriantha,1,High,2.7,NA,NA,NA
C,4,Z3,Q4,Eragrostis gummiflua,2,Low,2.8,NA,NA,NA
C,4,Z3,Q4,NA,NA,NA,2.5,NA,NA,NA
C,4,Z3,Q5,Heteropogon contortus,2,Moderate,6.7,N,Y,N
C,4,Z3,Q5,Panicum maximum,1,High,5.5,NA,NA,NA
C,4,Z3,Q5,NA,NA,NA,5.4,NA,NA,NA
C,4,Z3,Q5,NA,NA,NA,5.3,NA,NA,NA
C,4,Z4,Q1,Hyperrhenia filipendula,3,Moderate,22,Y,N,N
C,4,Z4,Q1,Eragrostis gummiflua,NA,Low,19,NA,NA,NA
C,4,Z4,Q1,Pogonarthria squarrosa,1,Low,14.3,NA,NA,NA
C,4,Z4,Q1,Panicum maximum,NA,High,14.1,NA,NA,NA
C,4,Z4,Q1,Heteropogon contortus,NA,Moderate,NA,NA,NA,NA
C,4,Z4,Q1,Aristida adscensionis,2,Low,NA,NA,NA,NA
C,4,Z4,Q1,Eragrostis superba,NA,Moderate,NA,NA,NA,NA
C,4,Z4,Q2,Setaria incrassata,2,High,18.3,N,Y,N
C,4,Z4,Q2,Hyperrhenia filipendula,1,Moderate,20.9,NA,NA,NA
C,4,Z4,Q2,NA,NA,NA,NA,NA,NA,NA
C,4,Z4,Q2,NA,NA,NA,18.8,NA,NA,NA
C,4,Z4,Q3,Eragrostis gummiflua,1,Low,8.7,N,N,N
C,4,Z4,Q3,Heteropogon contortus,3,Moderate,7.6,NA,NA,NA
C,4,Z4,Q3,Aristida adscensionis,2,Low,5.8,NA,NA,NA
C,4,Z4,Q3,NA,NA,NA,5.4,NA,NA,NA
C,4,Z4,Q4,Heteropogon contortus,1,Moderate,1.7,N,Y,N
C,4,Z4,Q4,Aristida adscensionis,2,Low,1.4,NA,NA,NA
C,4,Z4,Q4,NA,NA,NA,1.6,NA,NA,NA
C,4,Z4,Q4,NA,NA,NA,2.1,NA,NA,NA
C,4,Z4,Q5,Aristida adscensionis,1,Low,3.9,N,Y,N
C,4,Z4,Q5,Brachiaria brizantha,2,Moderate,2.9,NA,NA,NA
C,4,Z4,Q5,Chloris virgata,3,Moderate,2.9,NA,NA,NA
C,4,Z4,Q5,NA,NA,NA,3.2,NA,NA,NA
C,5,Z1,Q1,Eragrostis gummiflua,1,Low,6.7,N,Y,N
C,5,Z1,Q1,Digitaria eriantha,2,High,6,NA,NA,NA
C,5,Z1,Q1,NA,NA,NA,5.5,NA,NA,NA
C,5,Z1,Q1,NA,NA,NA,5.1,NA,NA,NA
C,5,Z1,Q2,Digitaria eriantha,1,High,5,NA,NA,NA
C,5,Z1,Q2,Heteropogon contortus,2,Moderate,5.3,N,Y,N
C,5,Z1,Q2,NA,NA,NA,5.2,NA,NA,NA
C,5,Z1,Q2,NA,NA,NA,5,NA,NA,NA
C,5,Z1,Q3,Pogonarthria squarrosa,1,Low,4.9,N,N,N
C,5,Z1,Q3,Heteropogon contortus,NA,Moderate,5.2,NA,NA,NA
C,5,Z1,Q3,Digitaria eriantha,3,High,5.2,NA,NA,NA
C,5,Z1,Q3,Eragrostis rigidior,2,Moderate,4.2,NA,NA,NA
C,5,Z1,Q4,Pogonarthria squarrosa,2,Low,9.8,N,Y,N
C,5,Z1,Q4,Digitaria eriantha,1,High,8.4,NA,NA,NA
C,5,Z1,Q4,NA,NA,NA,7.1,NA,NA,NA
C,5,Z1,Q4,NA,NA,NA,7.5,NA,NA,NA
C,5,Z1,Q5,Panicum maximum,1,High,12.5,Y,Y,N
C,5,Z1,Q5,Melinis repens,2,Low,5.5,NA,NA,NA
C,5,Z1,Q5,NA,NA,NA,8.4,NA,NA,NA
C,5,Z1,Q5,NA,NA,NA,5.9,NA,NA,NA
C,5,Z2,Q1,Heteropogon contortus,1,Moderate,7.5,N,Y,N
C,5,Z2,Q1,NA,NA,NA,7.4,NA,NA,NA
C,5,Z2,Q1,NA,NA,NA,7.3,NA,NA,NA
C,5,Z2,Q1,NA,NA,NA,7.1,NA,NA,NA
C,5,Z2,Q2,Heteropogon contortus,1,Moderate,2.3,N,Y,N
C,5,Z2,Q2,Brachiaria brizantha,2,NA,1.9,NA,NA,NA
C,5,Z2,Q2,NA,NA,NA,2.3,NA,NA,NA
C,5,Z2,Q2,NA,NA,NA,2.6,NA,NA,NA
C,5,Z2,Q3,Pogonarthria squarrosa,1,Low,5.6,N,N,N
C,5,Z2,Q3,Perotis patens,3,Low,5.3,NA,NA,NA
C,5,Z2,Q3,Digitaria eriantha,2,High,5.1,NA,NA,NA
C,5,Z2,Q3,NA,NA,NA,5,NA,NA,NA
C,5,Z2,Q4,Heteropogon contortus,3,Moderate,5.6,Y,N,N
C,5,Z2,Q4,Pogonarthria squarrosa,1,Low,6,NA,NA,NA
C,5,Z2,Q4,Diheteropogon amplectens,2,Moderate,6,NA,NA,NA
C,5,Z2,Q4,Perotis patens,NA,Low,5.8,NA,NA,NA
C,5,Z2,Q5,Panicum maximum,1,High,6.7,N,Y,N
C,5,Z2,Q5,Digitaria eriantha,2,High,6.6,NA,NA,NA
C,5,Z2,Q5,NA,NA,NA,6.5,NA,NA,NA
C,5,Z2,Q5,NA,NA,NA,6.3,NA,NA,NA
C,5,Z3,Q1,Eragrostis gummiflua,1,Low,3.1,N,Y,N
C,5,Z3,Q1,Panicum maximum,NA,High,3.1,NA,NA,NA
C,5,Z3,Q1,Heteropogon contortus,2,Moderate,3.1,NA,NA,NA
C,5,Z3,Q1,Aristida adscensionis,NA,Low,2.4,NA,NA,NA
C,5,Z3,Q1,Digitaria eriantha,3,High,NA,NA,NA,NA
C,5,Z3,Q2,Eragrostis gummiflua,3,Low,5.9,N,Y,N
C,5,Z3,Q2,Aristida adscensionis,NA,Low,5.5,NA,NA,NA
C,5,Z3,Q2,Digitaria eriantha,NA,High,5.2,NA,NA,NA
C,5,Z3,Q2,Eragrostis viscosa,NA,Low,4.9,NA,NA,NA
C,5,Z3,Q2,Brachiaria brizantha,2,Moderate,NA,NA,NA,NA
C,5,Z3,Q2,Pogonarthria squarrosa,1,Low,NA,NA,NA,NA
C,5,Z3,Q3,NA,NA,NA,0,N,Y,N
C,5,Z3,Q4,Panicum maximum,1,High,8.8,N,Y,N
C,5,Z3,Q4,Digitaria eriantha,2,High,5.4,NA,NA,NA
C,5,Z3,Q4,NA,NA,NA,4.2,NA,NA,NA
C,5,Z3,Q4,NA,NA,NA,5.7,NA,NA,NA
C,5,Z3,Q5,Panicum maximum,1,High,4.2,N,Y,N
C,5,Z3,Q5,NA,NA,NA,5.3,NA,NA,NA
C,5,Z3,Q5,NA,NA,NA,7.7,NA,NA,NA
C,5,Z3,Q5,NA,NA,NA,7.4,NA,NA,NA
C,5,Z4,Q1,Eragrostis gummiflua,1,Low,3.3,N,Y,N
C,5,Z4,Q1,Pogonarthria squarrosa,2,Low,2.9,NA,NA,NA
C,5,Z4,Q1,Eragrostis superba,3,Moderate,3.5,NA,NA,NA
C,5,Z4,Q1,NA,NA,NA,3.1,NA,NA,NA
C,5,Z4,Q2,Digitaria eriantha,3,High,7.8,NA,NA,NA
C,5,Z4,Q2,Heteropogon contortus,1,Moderate,7.1,N,Y,N
C,5,Z4,Q2,Eragrostis rigidior,2,Moderate,6.6,NA,NA,NA
C,5,Z4,Q2,NA,NA,NA,6.2,NA,NA,NA
C,5,Z4,Q3,Eragrostis gummiflua,NA,Low,3.3,N,N,N
C,5,Z4,Q3,Digitaria eriantha,1,High,3.2,NA,NA,NA
C,5,Z4,Q3,Heteropogon contortus,2,Moderate,3.2,NA,NA,NA
C,5,Z4,Q3,Brachiaria brizantha,3,Moderate,3.1,NA,NA,NA
C,5,Z4,Q4,Panicum maximum,1,High,4,N,Y,N
C,5,Z4,Q4,NA,NA,NA,4.7,NA,NA,NA
C,5,Z4,Q4,NA,NA,NA,4.6,NA,NA,NA
C,5,Z4,Q4,NA,NA,NA,5,NA,NA,NA
C,5,Z4,Q5,Heteropogon contortus,2,Moderate,6.6,Y,Y,N
C,5,Z4,Q5,Pogonarthria squarrosa,1,Low,4.8,NA,NA,NA
C,5,Z4,Q5,Aristida adscensionis,3,Low,3.8,NA,NA,NA
C,5,Z4,Q5,Brachiaria brizantha,NA,Moderate,4,NA,NA,NA
D,1,Z1,Q1,Brachiaria nigropedata,1,High,1.8,N,Y,Y
D,1,Z1,Q1,Eragrostis rigidior,2,Moderate,2.9,NA,NA,NA
D,1,Z1,Q1,Heteropogon contortus,3,Moderate,2.9,NA,NA,NA
D,1,Z1,Q1,NA,NA,NA,2.7,NA,NA,NA
D,1,Z1,Q2,NA,NA,NA,0,N,Y,Y
D,1,Z1,Q3,Eragrostis rigidior,1,Moderate,6.8,N,N,Y
D,1,Z1,Q3,Heteropogon contortus,2,Moderate,6.6,NA,NA,NA
D,1,Z1,Q3,NA,NA,NA,5.5,NA,NA,NA
D,1,Z1,Q3,NA,NA,NA,5,NA,NA,NA
D,1,Z1,Q4,Brachiaria nigropedata,1,High,2.6,N,Y,N
D,1,Z1,Q4,Chloris virgata,2,Moderate,2.6,NA,NA,NA
D,1,Z1,Q4,NA,NA,NA,2.6,NA,NA,NA
D,1,Z1,Q4,NA,NA,NA,2.6,NA,NA,NA
D,1,Z1,Q5,Eragrostis rigidior,2,Moderate,17.3,N,Y,N
D,1,Z1,Q5,Sporobolus ioclados,1,Moderate,12.7,NA,NA,NA
D,1,Z1,Q5,NA,NA,NA,12.8,NA,NA,NA
D,1,Z1,Q5,NA,NA,NA,12.3,NA,NA,NA
D,1,Z2,Q1,Chloris virgata,1,Moderate,7.5,Y,N,N
D,1,Z2,Q1,Aristida adscensionis,2,Low,5.8,NA,NA,NA
D,1,Z2,Q1,NA,NA,NA,5.8,NA,NA,NA
D,1,Z2,Q1,NA,NA,NA,6.6,NA,NA,NA
D,1,Z2,Q2,Eragrostis rigidior,2,Moderate,8,Y,Y,N
D,1,Z2,Q2,Sporobolus ioclados,1,Moderate,11.5,NA,NA,NA
D,1,Z2,Q2,NA,NA,NA,17.2,NA,NA,NA
D,1,Z2,Q2,NA,NA,NA,15.6,NA,NA,NA
D,1,Z2,Q3,Chloris virgata,2,Moderate,6.2,N,N,N
D,1,Z2,Q3,Brachiaria nigropedata,1,High,5.8,NA,NA,NA
D,1,Z2,Q3,NA,NA,NA,5.6,NA,NA,NA
D,1,Z2,Q3,NA,NA,NA,5.8,NA,NA,NA
D,1,Z2,Q4,Enteropogon macrostachyus,1,High,6.9,N,Y,N
D,1,Z2,Q4,Aristida adscensionis,2,Low,7,NA,NA,NA
D,1,Z2,Q4,Digitaria eriantha,3,High,6.6,NA,NA,NA
D,1,Z2,Q4,NA,NA,NA,6.5,NA,NA,NA
D,1,Z2,Q5,Heteropogon contortus,1,Moderate,3.2,N,Y,N
D,1,Z2,Q5,Themeda triandra,2,High,8.9,NA,NA,NA
D,1,Z2,Q5,NA,NA,NA,8.4,NA,NA,NA
D,1,Z2,Q5,NA,NA,NA,8.5,NA,NA,NA
D,1,Z3,Q1,Aristida diffusa,1,Low,11.7,N,N,N
D,1,Z3,Q1,Chloris virgata,2,Moderate,9,NA,NA,NA
D,1,Z3,Q1,NA,NA,NA,11.4,NA,NA,NA
D,1,Z3,Q1,NA,NA,NA,10.9,NA,NA,NA
D,1,Z3,Q2,Aristida adscensionis,1,Low,6.6,N,Y,N
D,1,Z3,Q2,Panicum maximum,2,High,5.6,NA,NA,NA
D,1,Z3,Q2,NA,NA,NA,5.6,NA,NA,NA
D,1,Z3,Q2,NA,NA,NA,6.1,NA,NA,NA
D,1,Z3,Q3,Heteropogon contortus,1,Moderate,2.2,N,Y,N
D,1,Z3,Q3,Aristida adscensionis,2,Low,2.3,NA,NA,NA
D,1,Z3,Q3,Digitaria eriantha,3,High,2.1,NA,NA,NA
D,1,Z3,Q3,NA,NA,NA,3.3,NA,NA,NA
D,1,Z3,Q4,NA,NA,NA,0,N,Y,N
D,1,Z3,Q5,Aristida diffusa,1,Low,2.3,N,N,N
D,1,Z3,Q5,Aristida adscensionis,2,Low,2.3,NA,NA,NA
D,1,Z3,Q5,NA,NA,NA,2.3,NA,NA,NA
D,1,Z3,Q5,NA,NA,NA,2.3,NA,NA,NA
D,1,Z4,Q1,Heteropogon contortus,1,Moderate,3,Y,Y,N
D,1,Z4,Q1,Setaria pumila ,2,Moderate,3,NA,NA,NA
D,1,Z4,Q1,NA,NA,NA,3,NA,NA,NA
D,1,Z4,Q1,NA,NA,NA,3,NA,NA,NA
D,1,Z4,Q2,Enteropogon macrostachyus,1,High,9.9,Y,Y,N
D,1,Z4,Q2,Andropogon eucomus,2,Low,10.5,NA,NA,NA
D,1,Z4,Q2,Aristida adscensionis,3,Low,11.1,NA,NA,NA
D,1,Z4,Q2,NA,NA,NA,11.6,NA,NA,NA
D,1,Z4,Q3,Andropogon eucomus,2,Low,10,Y,N,Y
D,1,Z4,Q3,Heteropogon contortus,1,Moderate,13.2,NA,NA,NA
D,1,Z4,Q3,Eragrostis rigidior,3,Moderate,11.8,NA,NA,NA
D,1,Z4,Q3,NA,NA,NA,12.4,NA,NA,NA
D,1,Z4,Q4,Chloris virgata,1,Moderate,7.2,N,Y,N
D,1,Z4,Q4,NA,NA,NA,7.5,NA,NA,NA
D,1,Z4,Q4,NA,NA,NA,7.5,NA,NA,NA
D,1,Z4,Q4,NA,NA,NA,5.4,NA,NA,NA
D,1,Z4,Q5,Chloris virgata,1,Moderate,4.6,N,Y,N
D,1,Z4,Q5,Eragrostis rigidior,2,Moderate,4.1,NA,NA,NA
D,1,Z4,Q5,Brachiaria nigropedata,3,High,3.8,NA,NA,NA
D,1,Z4,Q5,NA,NA,NA,3.8,NA,NA,NA
D,2,Z1,Q1,Panicum maximum,1,High,3.2,N,N,N
D,2,Z1,Q1,NA,NA,NA,3.3,NA,NA,NA
D,2,Z1,Q1,NA,NA,NA,3,NA,NA,NA
D,2,Z1,Q1,NA,NA,NA,3,NA,NA,NA
D,2,Z1,Q2,Andropogon eucomus,2,Low,18.5,Y,Y,N
D,2,Z1,Q2,Enteropogon macrostachyus,1,High,17.5,NA,NA,NA
D,2,Z1,Q2,NA,NA,NA,19.2,NA,NA,NA
D,2,Z1,Q2,NA,NA,NA,15,NA,NA,NA
D,2,Z1,Q3,Heteropogon contortus,1,Moderate,8,Y,Y,N
D,2,Z1,Q3,Aristida adscensionis,2,Low,6.4,NA,NA,NA
D,2,Z1,Q3,Enteropogon macrostachyus,3,High,9.8,NA,NA,NA
D,2,Z1,Q3,NA,NA,NA,10.3,NA,NA,NA
D,2,Z1,Q4,Brachiaria nigropedata,NA,High,3.4,N,Y,N
D,2,Z1,Q4,Heteropogon contortus,3,Moderate,5.5,NA,NA,NA
D,2,Z1,Q4,Aristida adscensionis,1,Low,6.1,NA,NA,NA
D,2,Z1,Q4,Enteropogon macrostachyus,2,High,6.6,NA,NA,NA
D,2,Z1,Q5,Eragrostis rigidior,1,Moderate,11.7,N,Y,N
D,2,Z1,Q5,Chloris virgata,3,Moderate,6.5,NA,NA,NA
D,2,Z1,Q5,Setaria incrassata,2,High,8.6,NA,NA,NA
D,2,Z1,Q5,NA,NA,NA,8.7,NA,NA,NA
D,2,Z2,Q1,Heteropogon contortus,3,Moderate,5,N,Y,N
D,2,Z2,Q1,Aristida adscensionis,1,Low,5.1,NA,NA,NA
D,2,Z2,Q1,Aristida diffusa,2,Low,5.1,NA,NA,NA
D,2,Z2,Q1,NA,NA,NA,5.7,NA,NA,NA
D,2,Z2,Q2,Enteropogon macrostachyus,1,High,14.1,N,Y,N
D,2,Z2,Q2,Aristida adscensionis,2,Low,9.2,NA,NA,NA
D,2,Z2,Q2,NA,NA,NA,9.2,NA,NA,NA
D,2,Z2,Q2,NA,NA,NA,9.2,NA,NA,NA
D,2,Z2,Q3,Panicum maximum,1,High,7.5,N,N,N
D,2,Z2,Q3,Brachiaria nigropedata,3,High,9.6,NA,NA,NA
D,2,Z2,Q3,Eragrostis rigidior,NA,Moderate,11.4,NA,NA,NA
D,2,Z2,Q3,Chloris virgata,2,Moderate,8.9,NA,NA,NA
D,2,Z2,Q4,Heteropogon contortus,1,Moderate,20.4,N,Y,N
D,2,Z2,Q4,Brachiaria nigropedata,2,High,15.5,NA,NA,NA
D,2,Z2,Q4,NA,NA,NA,13.4,NA,NA,NA
D,2,Z2,Q4,NA,NA,NA,13.2,NA,NA,NA
D,2,Z2,Q5,Enteropogon macrostachyus,1,High,8.5,N,Y,N
D,2,Z2,Q5,Brachiaria nigropedata,2,High,8.5,NA,NA,NA
D,2,Z2,Q5,NA,NA,NA,6.6,NA,NA,NA
D,2,Z2,Q5,NA,NA,NA,6.5,NA,NA,NA
D,2,Z3,Q1,Heteropogon contortus,2,Moderate,9.1,N,Y,N
D,2,Z3,Q1,Andropogon eucomus,3,Low,6.6,NA,NA,NA
D,2,Z3,Q1,Aristida adscensionis,NA,Low,5.2,NA,NA,NA
D,2,Z3,Q1,Eragrostis rigidior,1,Moderate,5.2,NA,NA,NA
D,2,Z3,Q1,Eragrostis gummiflua,NA,Low,NA,NA,NA,NA
D,2,Z3,Q2,Heteropogon contortus,1,Moderate,7.2,N,Y,N
D,2,Z3,Q2,Andropogon eucomus,2,Low,6.8,NA,NA,NA
D,2,Z3,Q2,Eragrostis rigidior,3,Moderate,6.8,NA,NA,NA
D,2,Z3,Q2,NA,NA,NA,20.5,NA,NA,NA
D,2,Z3,Q3,Andropogon eucomus,1,Low,11.9,N,Y,N
D,2,Z3,Q3,Setaria incrassata,2,High,17.2,NA,NA,NA
D,2,Z3,Q3,NA,NA,NA,13.9,NA,NA,NA
D,2,Z3,Q3,NA,NA,NA,12.9,NA,NA,NA
D,2,Z3,Q4,Heteropogon contortus,1,Moderate,7.5,N,Y,N
D,2,Z3,Q4,Enteropogon macrostachyus,2,High,6,NA,NA,NA
D,2,Z3,Q4,NA,NA,NA,5.9,NA,NA,NA
D,2,Z3,Q4,NA,NA,NA,7.7,NA,NA,NA
D,2,Z3,Q5,Heteropogon contortus,1,Moderate,2.4,N,Y,N
D,2,Z3,Q5,NA,NA,NA,2.4,NA,NA,NA
D,2,Z3,Q5,NA,NA,NA,5.9,NA,NA,NA
D,2,Z3,Q5,NA,NA,NA,4.9,NA,NA,NA
D,2,Z4,Q1,Enteropogon macrostachyus,3,High,7.1,N,Y,N
D,2,Z4,Q1,Panicum maximum,1,High,6.6,NA,NA,NA
D,2,Z4,Q1,Heteropogon contortus,2,Moderate,7.3,NA,NA,NA
D,2,Z4,Q1,NA,NA,NA,8.4,NA,NA,NA
D,2,Z4,Q2,Andropogon eucomus,3,Low,17.8,N,Y,N
D,2,Z4,Q2,Heteropogon contortus,1,Moderate,16.8,NA,NA,NA
D,2,Z4,Q2,Aristida adscensionis,2,Low,17.4,NA,NA,NA
D,2,Z4,Q2,NA,NA,NA,18.8,NA,NA,NA
D,2,Z4,Q3,Heteropogon contortus,1,Moderate,14.8,N,Y,N
D,2,Z4,Q3,Aristida adscensionis,2,Low,16.1,NA,NA,NA
D,2,Z4,Q3,Chloris virgata,3,Moderate,16.9,NA,NA,NA
D,2,Z4,Q3,NA,NA,NA,16.8,NA,NA,NA
D,2,Z4,Q4,Panicum maximum,1,High,21.3,N,Y,N
D,2,Z4,Q4,Heteropogon contortus,2,Moderate,18.3,NA,NA,NA
D,2,Z4,Q4,NA,NA,NA,11.9,NA,NA,NA
D,2,Z4,Q4,NA,NA,NA,12.8,NA,NA,NA
D,2,Z4,Q5,Heteropogon contortus,1,Moderate,20.4,N,Y,N
D,2,Z4,Q5,Chloris virgata,2,Moderate,17.1,NA,NA,NA
D,2,Z4,Q5,NA,NA,NA,17.9,NA,NA,NA
D,2,Z4,Q5,NA,NA,NA,16.2,NA,NA,NA
D,3,Z1,Q1,Heteropogon contortus,1,Moderate,NA,Y,Y,N
D,3,Z1,Q1,Chloris virgata,3,Moderate,NA,NA,NA,NA
D,3,Z1,Q1,Sporobolus ioclados,2,Moderate,NA,NA,NA,NA
D,3,Z1,Q1,NA,NA,NA,24.4,NA,NA,NA
D,3,Z1,Q2,Aristida adscensionis,1,Low,14.9,N,Y,N
D,3,Z1,Q2,NA,NA,NA,14.5,NA,NA,NA
D,3,Z1,Q2,NA,NA,NA,14.5,NA,NA,NA
D,3,Z1,Q2,NA,NA,NA,14.6,NA,NA,NA
D,3,Z1,Q3,Heteropogon contortus,1,Low,8.3,N,Y,N
D,3,Z1,Q3,Setaria incrassata,2,High,7.3,NA,NA,NA
D,3,Z1,Q3,NA,NA,NA,6,NA,NA,NA
D,3,Z1,Q3,NA,NA,NA,6,NA,NA,NA
D,3,Z1,Q4,Heteropogon contortus,1,Moderate,3.7,N,Y,N
