Site,Plot,Subplot,Quadrat,Spp_name,Rank_dominant_grass,Grazing_value,DPM_Height,Grazing_activity,Quadrat_under_canopy,Dung_presence
F,2,Z1,Q4,NA,NA,NA,22.1,NA,NA,NA
F,2,Z1,Q5,Panicum maximum,1,High,13.1,Y,Y,N
F,2,Z1,Q5,Eragrostis rigidior,2,Moderate,7,NA,NA,NA
F,2,Z1,Q5,NA,NA,NA,6.5,NA,NA,NA
F,2,Z1,Q5,NA,NA,NA,7.4,NA,NA,NA
F,2,Z2,Q1,Eragrostis rigidior,2,Moderate,6.9,Y,Y,N
F,2,Z2,Q1,Digitaria eriantha,1,High,6.3,NA,NA,NA
F,2,Z2,Q1,NA,NA,NA,6.7,NA,NA,NA
F,2,Z2,Q1,NA,NA,NA,6.4,NA,NA,NA
F,2,Z2,Q2,Digitaria eriantha,1,High,4.7,N,N,Y
F,2,Z2,Q2,Eragrostis rigidior,2,Moderate,4.2,NA,NA,NA
F,2,Z2,Q2,Eragrostis gummiflua,3,Low,5.9,NA,NA,NA
F,2,Z2,Q2,NA,NA,NA,4.6,NA,NA,NA
F,2,Z2,Q3,Eragrostis rigidior,3,Moderate,7.4,N,Y,N
F,2,Z2,Q3,Digitaria eriantha,1,High,7,NA,NA,NA
F,2,Z2,Q3,Eragrostis gummiflua,2,Low,11.8,NA,NA,NA
F,2,Z2,Q3,Pogonarthria squarrosa,NA,Low,8.9,NA,NA,NA
F,2,Z2,Q4,Eragrostis gummiflua,2,Low,1.9,N,Y,N
F,2,Z2,Q4,Digitaria eriantha,3,High,3.5,NA,NA,NA
F,2,Z2,Q4,Cynodon dactylon,1,High,4,NA,NA,NA
F,2,Z2,Q4,NA,NA,NA,3.8,NA,NA,NA
F,2,Z2,Q5,Eragrostis gummiflua,1,Low,3.9,N,N,N
F,2,Z2,Q5,Eragrostis rigidior,2,Moderate,5.1,NA,NA,NA
F,2,Z2,Q5,Urochloa panicoides,3,Low,6.7,NA,NA,NA
F,2,Z2,Q5,NA,NA,NA,8.9,NA,NA,NA
F,2,Z3,Q1,Digitaria eriantha,1,High,2.7,N,N,N
F,2,Z3,Q1,Cynodon dactylon,2,High,2.3,NA,NA,NA
F,2,Z3,Q1,Perotis patens,3,Low,2.4,NA,NA,NA
F,2,Z3,Q1,NA,NA,NA,2.4,NA,NA,NA
F,2,Z3,Q2,NA,NA,NA,0,N,Y,Y
F,2,Z3,Q3,Digitaria eriantha,1,High,17,N,N,N
F,2,Z3,Q3,Cynodon dactylon,2,High,13.7,NA,NA,NA
F,2,Z3,Q3,Eragrostis rigidior,3,Moderate,11.9,NA,NA,NA
F,2,Z3,Q3,NA,NA,NA,11.9,NA,NA,NA
F,2,Z3,Q4,Digitaria eriantha,1,High,5.2,N,N,N
F,2,Z3,Q4,Eragrostis rigidior,2,Moderate,5.5,NA,NA,NA
F,2,Z3,Q4,NA,NA,NA,6.1,NA,NA,NA
F,2,Z3,Q4,NA,NA,NA,6.9,NA,NA,NA
F,2,Z3,Q5,Aristida  canescens,1,Low,4.6,N,N,N
F,2,Z3,Q5,Digitaria eriantha,2,High,4,NA,NA,NA
F,2,Z3,Q5,Setaria incrassata,3,High,3.9,NA,NA,NA
F,2,Z3,Q5,NA,NA,NA,4.5,NA,NA,NA
F,2,Z4,Q1,Digitaria eriantha,2,High,12.4,N,Y,N
F,2,Z4,Q1,Cynodon dactylon,1,High,11.8,NA,NA,NA
F,2,Z4,Q1,Eragrostis rigidior,3,Moderate,12,NA,NA,NA
F,2,Z4,Q1,NA,NA,NA,12,NA,NA,NA
F,2,Z4,Q2,Heteropogon contortus,1,Moderate,5.6,Y,N,N
F,2,Z4,Q2,Cynodon dactylon,2,High,6.4,NA,NA,NA
F,2,Z4,Q2,Eragrostis rigidior,3,Moderate,6.7,NA,NA,NA
F,2,Z4,Q2,Aristida  canescens,NA,Low,6.8,NA,NA,NA
F,2,Z4,Q3,Enteropogon macrostachyus,1,High,6.6,Y,Y,N
F,2,Z4,Q3,Panicum maximum,2,High,6.9,NA,NA,NA
F,2,Z4,Q3,NA,NA,NA,8.5,NA,NA,NA
F,2,Z4,Q3,NA,NA,NA,8.3,NA,NA,NA
F,2,Z4,Q4,Heteropogon contortus,1,Moderate,13.7,Y,Y,N
F,2,Z4,Q4,Cynodon dactylon,2,High,13.9,NA,NA,NA
F,2,Z4,Q4,Eragrostis rigidior,3,Moderate,14.5,NA,NA,NA
F,2,Z4,Q4,Aristida  canescens,NA,Low,13.9,NA,NA,NA
F,2,Z4,Q5,Digitaria eriantha,2,High,13.1,Y,N,N
F,2,Z4,Q5,Cynodon dactylon,1,High,12.9,NA,NA,NA
F,2,Z4,Q5,Eragrostis rigidior,3,Moderate,12.6,NA,NA,NA
F,2,Z4,Q5,NA,NA,NA,12.1,NA,NA,NA
F,3,Z1,Q1,Digitaria eriantha,1,High,2.7,N,N,N
F,3,Z1,Q1,Cynodon dactylon,2,High,2.3,NA,NA,NA
F,3,Z1,Q1,Perotis patens,3,Low,2.4,NA,NA,NA
F,3,Z1,Q1,NA,NA,NA,2.4,NA,NA,NA
F,3,Z1,Q2,NA,NA,NA,0,N,Y,Y
F,3,Z1,Q3,Digitaria eriantha,1,High,17,N,N,N
F,3,Z1,Q3,Cynodon dactylon,2,High,13.7,NA,NA,NA
F,3,Z1,Q3,Eragrostis rigidior,3,Moderate,11.9,NA,NA,NA
F,3,Z1,Q3,NA,NA,NA,11.9,NA,NA,NA
F,3,Z1,Q4,Digitaria eriantha,1,High,5.2,N,N,N
F,3,Z1,Q4,Eragrostis rigidior,2,Moderate,5.5,NA,NA,NA
F,3,Z1,Q4,NA,NA,NA,6.1,NA,NA,NA
F,3,Z1,Q4,NA,NA,NA,6.9,NA,NA,NA
F,3,Z1,Q5,Aristida  canescens,1,Low,4.6,N,N,N
F,3,Z1,Q5,Digitaria eriantha,2,High,4,NA,NA,NA
F,3,Z1,Q5,Setaria incrassata,3,High,3.9,NA,NA,NA
F,3,Z1,Q5,NA,NA,NA,4.5,NA,NA,NA
F,3,Z2,Q1,Eragrostis rigidior,1,Moderate,9.1,N,Y,N
F,3,Z2,Q1,NA,NA,NA,7,NA,NA,NA
F,3,Z2,Q1,NA,NA,NA,9,NA,NA,NA
F,3,Z2,Q1,NA,NA,NA,8,NA,NA,NA
F,3,Z2,Q2,Eragrostis rigidior,1,Moderate,2.6,N,Y,N
F,3,Z2,Q2,NA,NA,NA,1.9,NA,NA,NA
F,3,Z2,Q2,NA,NA,NA,2,NA,NA,NA
F,3,Z2,Q2,NA,NA,NA,2.1,NA,NA,NA
F,3,Z2,Q3,Aristida  canescens,NA,Low,4.9,N,N,N
F,3,Z2,Q3,Digitaria eriantha,3,High,3.8,NA,NA,NA
F,3,Z2,Q3,Eragrostis gummiflua,1,Low,3.4,NA,NA,NA
F,3,Z2,Q3,Eragrostis rigidior,2,Moderate,3.5,NA,NA,NA
F,3,Z2,Q4,NA,NA,NA,0,N,Y,N
F,3,Z2,Q5,Aristida  canescens,2,Low,1.9,N,N,N
F,3,Z2,Q5,Eragrostis rigidior,1,Moderate,3.6,NA,NA,NA
F,3,Z2,Q5,NA,NA,NA,2.9,NA,NA,NA
F,3,Z2,Q5,NA,NA,NA,3,NA,NA,NA
F,3,Z3,Q1,Cynodon dactylon,1,High,4.8,N,N,N
F,3,Z3,Q1,Pogonarthria squarrosa,2,Low,6.6,NA,NA,NA
F,3,Z3,Q1,NA,NA,NA,6.8,NA,NA,NA
F,3,Z3,Q1,NA,NA,NA,7,NA,NA,NA
F,3,Z3,Q2,Digitaria eriantha,2,High,18.3,N,N,N
F,3,Z3,Q2,Eragrostis rigidior,1,Moderate,16.2,NA,NA,NA
F,3,Z3,Q2,NA,NA,NA,12.4,NA,NA,NA
F,3,Z3,Q2,NA,NA,NA,12.2,NA,NA,NA
F,3,Z3,Q3,Cynodon dactylon,1,High,12.2,N,N,N
F,3,Z3,Q3,Digitaria eriantha,2,High,11.4,NA,NA,NA
F,3,Z3,Q3,Eragrostis rigidior,3,Moderate,10.7,NA,NA,NA
F,3,Z3,Q3,NA,NA,NA,9.4,NA,NA,NA
F,3,Z3,Q4,Cynodon dactylon,1,High,12.1,N,Y,N
F,3,Z3,Q4,Digitaria eriantha,2,High,11.2,NA,NA,NA
F,3,Z3,Q4,NA,NA,NA,12.5,NA,NA,NA
F,3,Z3,Q4,NA,NA,NA,12.5,NA,NA,NA
F,3,Z3,Q5,Cynodon dactylon,1,High,7.9,N,Y,N
F,3,Z3,Q5,Digitaria eriantha,2,High,6.2,NA,NA,NA
F,3,Z3,Q5,Chloris virgata,3,Moderate,5.6,NA,NA,NA
F,3,Z3,Q5,NA,NA,NA,5.4,NA,NA,NA
F,3,Z4,Q1,Cynodon dactylon,1,High,5.2,N,N,N
F,3,Z4,Q1,Digitaria eriantha,2,High,5.1,NA,NA,NA
F,3,Z4,Q1,Eragrostis rigidior,3,Moderate,5.1,NA,NA,NA
F,3,Z4,Q1,NA,NA,NA,5,NA,NA,NA
F,3,Z4,Q2,Aristida  canescens,1,Low,6.6,N,Y,N
F,3,Z4,Q2,Digitaria eriantha,2,High,7.4,NA,NA,NA
F,3,Z4,Q2,NA,NA,NA,7.2,NA,NA,NA
F,3,Z4,Q2,NA,NA,NA,7.1,NA,NA,NA
F,3,Z4,Q3,Cynodon dactylon,1,High,7.2,N,N,N
F,3,Z4,Q3,Digitaria eriantha,2,High,7.6,NA,NA,NA
F,3,Z4,Q3,NA,NA,NA,7.6,NA,NA,NA
F,3,Z4,Q3,NA,NA,NA,7.4,NA,NA,NA
F,3,Z4,Q4,Cynodon dactylon,1,High,7.9,Y,N,N
F,3,Z4,Q4,Digitaria eriantha,2,High,8.2,NA,NA,NA
F,3,Z4,Q4,Eragrostis rigidior,3,Moderate,9.1,NA,NA,NA
F,3,Z4,Q4,Pogonarthria squarrosa,NA,Low,9,NA,NA,NA
F,3,Z4,Q5,Cynodon dactylon,1,High,9.2,Y,N,N
F,3,Z4,Q5,Digitaria eriantha,2,High,9.5,NA,NA,NA
F,3,Z4,Q5,Eragrostis rigidior,3,Moderate,9.9,NA,NA,NA
F,3,Z4,Q5,Chloris virgata,NA,Moderate,10.3,NA,NA,NA
F,4,Z1,Q1,Heteropogon contortus,2,Moderate,6.3,N,Y,N
F,4,Z1,Q1,Digitaria eriantha,3,High,6.8,NA,NA,NA
F,4,Z1,Q1,Eragrostis rigidior,1,Moderate,7.8,NA,NA,NA
F,4,Z1,Q1,NA,NA,NA,7.8,NA,NA,NA
F,4,Z1,Q2,Eragrostis gummiflua,1,Low,6.5,N,Y,N
F,4,Z1,Q2,NA,NA,NA,6,NA,NA,NA
F,4,Z1,Q2,NA,NA,NA,5.3,NA,NA,NA
F,4,Z1,Q2,NA,NA,NA,5.1,NA,NA,NA
F,4,Z1,Q3,Cynodon dactylon,1,High,7.7,Y,Y,N
F,4,Z1,Q3,Digitaria eriantha,2,High,7.5,NA,NA,NA
F,4,Z1,Q3,NA,NA,NA,7.3,NA,NA,NA
F,4,Z1,Q3,NA,NA,NA,7.1,NA,NA,NA
F,4,Z1,Q4,Digitaria eriantha,1,High,9.2,Y,Y,N
F,4,Z1,Q4,Aristida  canescens,2,Low,9.7,NA,NA,NA
F,4,Z1,Q4,NA,NA,NA,7.6,NA,NA,NA
F,4,Z1,Q4,NA,NA,NA,8.5,NA,NA,NA
F,4,Z1,Q5,Pogonarthria squarrosa,1,Low,7.3,N,N,N
F,4,Z1,Q5,NA,NA,NA,7.3,NA,NA,NA
F,4,Z1,Q5,NA,NA,NA,8.1,NA,NA,NA
F,4,Z1,Q5,NA,NA,NA,7.8,NA,NA,NA
F,4,Z2,Q1,Eragrostis rigidior,1,Moderate,11.4,N,N,N
F,4,Z2,Q1,NA,NA,NA,10.8,NA,NA,NA
F,4,Z2,Q1,NA,NA,NA,13,NA,NA,NA
F,4,Z2,Q1,NA,NA,NA,13.1,NA,NA,NA
F,4,Z2,Q2,Aristida  canescens,1,Low,4.5,N,N,Y
F,4,Z2,Q2,Cynodon dactylon,2,High,4.8,NA,NA,NA
F,4,Z2,Q2,Eragrostis gummiflua,3,Low,6,NA,NA,NA
F,4,Z2,Q2,Brachiaria brizantha,NA,Moderate,5.8,NA,NA,NA
F,4,Z2,Q3,Eragrostis rigidior,2,Moderate,12.4,N,N,N
F,4,Z2,Q3,Panicum maximum,1,High,7.7,NA,NA,NA
F,4,Z2,Q3,NA,NA,NA,6.2,NA,NA,NA
F,4,Z2,Q3,NA,NA,NA,6.9,NA,NA,NA
F,4,Z2,Q4,Heteropogon contortus,1,Moderate,2.1,N,N,N
F,4,Z2,Q4,NA,NA,NA,2,NA,NA,NA
F,4,Z2,Q4,NA,NA,NA,2.1,NA,NA,NA
F,4,Z2,Q4,NA,NA,NA,1.9,NA,NA,NA
F,4,Z2,Q5,Aristida  canescens,1,Low,2,Y,N,N
F,4,Z2,Q5,Eragrostis rigidior,2,Moderate,3.3,NA,NA,NA
F,4,Z2,Q5,Pogonarthria squarrosa,3,Low,3,NA,NA,NA
F,4,Z2,Q5,NA,NA,NA,2.8,NA,NA,NA
F,4,Z3,Q1,Cynodon dactylon,1,High,6.2,N,N,N
F,4,Z3,Q1,Eragrostis rigidior,2,Moderate,3.6,NA,NA,NA
F,4,Z3,Q1,Pogonarthria squarrosa,3,Low,4,NA,NA,NA
F,4,Z3,Q1,NA,NA,NA,15.3,NA,NA,NA
F,4,Z3,Q2,Cynodon dactylon,1,High,1.8,N,N,N
F,4,Z3,Q2,Digitaria eriantha,2,High,1.9,NA,NA,NA
F,4,Z3,Q2,NA,NA,NA,3.8,NA,NA,NA
F,4,Z3,Q2,NA,NA,NA,3.1,NA,NA,NA
F,4,Z3,Q3,Digitaria eriantha,1,High,10.8,N,Y,N
F,4,Z3,Q3,Heteropogon contortus,2,Moderate,5.6,NA,NA,NA
F,4,Z3,Q3,NA,NA,NA,10.2,NA,NA,NA
F,4,Z3,Q3,NA,NA,NA,9.3,NA,NA,NA
F,4,Z3,Q4,Eragrostis viscosa,2,Low,3.5,N,N,Y
F,4,Z3,Q4,Digitaria eriantha,1,High,5.3,NA,NA,NA
F,4,Z3,Q4,NA,NA,NA,4.5,NA,NA,NA
F,4,Z3,Q4,NA,NA,NA,2.5,NA,NA,NA
F,4,Z3,Q5,Cynodon dactylon,1,High,6.7,Y,N,N
F,4,Z3,Q5,Digitaria eriantha,2,High,6.9,NA,NA,NA
F,4,Z3,Q5,Eragrostis rigidior,3,Moderate,7.2,NA,NA,NA
F,4,Z3,Q5,Aristida  canescens,NA,Low,9.8,NA,NA,NA
F,4,Z4,Q1,Aristida  canescens,3,Low,3.1,N,N,Y
F,4,Z4,Q1,Cynodon dactylon,2,High,2.9,NA,NA,NA
F,4,Z4,Q1,Eragrostis rigidior,1,Low,2.5,NA,NA,NA
F,4,Z4,Q1,NA,NA,NA,3,NA,NA,NA
F,4,Z4,Q2,Aristida  canescens,3,Low,4,Y,Y,Y
F,4,Z4,Q2,Panicum maximum,1,High,4.8,NA,NA,NA
F,4,Z4,Q2,Cymbopogon excavatus,2,Low,5.5,NA,NA,NA
F,4,Z4,Q2,NA,NA,NA,6.5,NA,NA,NA
F,4,Z4,Q3,Aristida  canescens,3,Low,3.6,N,N,N
F,4,Z4,Q3,Digitaria eriantha,1,High,5.6,NA,NA,NA
F,4,Z4,Q3,Eragrostis gummiflua,2,Low,7.9,NA,NA,NA
F,4,Z4,Q3,NA,NA,NA,5.6,NA,NA,NA
F,4,Z4,Q4,Cynodon dactylon,1,High,13.7,N,N,N
F,4,Z4,Q4,Heteropogon contortus,3,Moderate,10.2,NA,NA,NA
F,4,Z4,Q4,Pogonarthria squarrosa,2,Low,6.4,NA,NA,NA
F,4,Z4,Q4,NA,NA,NA,15.3,NA,NA,NA
F,4,Z4,Q5,Cynodon dactylon,1,High,4.5,N,N,Y
F,4,Z4,Q5,Eragrostis rigidior,2,Moderate,5.9,NA,NA,NA
F,4,Z4,Q5,NA,NA,NA,5.5,NA,NA,NA
F,4,Z4,Q5,NA,NA,NA,5,NA,NA,NA
F,5,Z1,Q1,Cynodon dactylon,2,High,7.4,Y,N,N
F,5,Z1,Q1,Digitaria eriantha,1,High,6.5,NA,NA,NA
F,5,Z1,Q1,NA,NA,NA,6.3,NA,NA,NA
F,5,Z1,Q1,NA,NA,NA,7.9,NA,NA,NA
F,5,Z1,Q2,Cynodon dactylon,2,High,3.8,N,N,N
F,5,Z1,Q2,Digitaria eriantha,1,High,3.8,NA,NA,NA
F,5,Z1,Q2,Eragrostis rigidior,3,Moderate,6.3,NA,NA,NA
F,5,Z1,Q2,NA,NA,NA,5.8,NA,NA,NA
F,5,Z1,Q3,Cynodon dactylon,2,High,9.4,N,N,N
F,5,Z1,Q3,Digitaria eriantha,1,Moderate,12.3,NA,NA,NA
F,5,Z1,Q3,Eragrostis rigidior,3,Moderate,10.9,NA,NA,NA
F,5,Z1,Q3,NA,NA,NA,11.2,NA,NA,NA
F,5,Z1,Q4,Cynodon dactylon,1,High,8.6,N,N,N
F,5,Z1,Q4,Digitaria eriantha,2,High,7.7,NA,NA,NA
F,5,Z1,Q4,NA,NA,NA,10.2,NA,NA,NA
F,5,Z1,Q4,NA,NA,NA,9.7,NA,NA,NA
F,5,Z1,Q5,Cynodon dactylon,2,High,7.5,Y,N,N
F,5,Z1,Q5,Digitaria eriantha,1,Moderate,8.2,NA,NA,NA
F,5,Z1,Q5,NA,NA,NA,7.4,NA,NA,NA
F,5,Z1,Q5,NA,NA,NA,7.2,NA,NA,NA
F,5,Z2,Q1,Urochloa mosambicensis,1,Moderate,5.2,Y,N,N
F,5,Z2,Q1,Digitaria eriantha,2,High,5,NA,NA,NA
F,5,Z2,Q1,NA,NA,NA,5.1,NA,NA,NA
F,5,Z2,Q1,NA,NA,NA,5.1,NA,NA,NA
F,5,Z2,Q2,Cynodon dactylon,2,High,11.5,N,N,N
F,5,Z2,Q2,Digitaria eriantha,1,High,9.4,NA,NA,NA
F,5,Z2,Q2,Eragrostis rigidior,3,Moderate,7.1,NA,NA,NA
F,5,Z2,Q2,Pogonarthria squarrosa,NA,Low,9.4,NA,NA,NA
F,5,Z2,Q3,Cynodon dactylon,2,High,10.6,N,N,Y
F,5,Z2,Q3,Digitaria eriantha,1,High,9.3,NA,NA,NA
F,5,Z2,Q3,NA,NA,NA,8.4,NA,NA,NA
F,5,Z2,Q3,NA,NA,NA,8.6,NA,NA,NA
F,5,Z2,Q4,Cynodon dactylon,3,High,4.2,Y,N,N
F,5,Z2,Q4,Digitaria eriantha,1,High,4.1,NA,NA,NA
F,5,Z2,Q4,Eragrostis rigidior,2,Moderate,4.2,NA,NA,NA
F,5,Z2,Q4,Aristida  canescens,NA,Low,4.6,NA,NA,NA
F,5,Z2,Q5,Digitaria eriantha,1,High,5.5,N,N,N
F,5,Z2,Q5,Eragrostis rigidior,2,Moderate,5,NA,NA,NA
F,5,Z2,Q5,NA,NA,NA,5.3,NA,NA,NA
F,5,Z2,Q5,NA,NA,NA,5.2,NA,NA,NA
F,5,Z3,Q1,Cynodon dactylon,2,High,9.4,Y,N,Y
F,5,Z3,Q1,Digitaria eriantha,3,High,8.7,NA,NA,NA
F,5,Z3,Q1,Eragrostis rigidior,1,Moderate,8.6,NA,NA,NA
F,5,Z3,Q1,NA,NA,NA,9.7,NA,NA,NA
F,5,Z3,Q2,Cynodon dactylon,1,High,10.6,Y,N,Y
F,5,Z3,Q2,Digitaria eriantha,2,High,8.2,NA,NA,NA
F,5,Z3,Q2,NA,NA,NA,8.8,NA,NA,NA
F,5,Z3,Q2,NA,NA,NA,8.4,NA,NA,NA
F,5,Z3,Q3,Cynodon dactylon,2,High,8.8,N,N,Y
F,5,Z3,Q3,Digitaria eriantha,1,High,9,NA,NA,NA
F,5,Z3,Q3,Eragrostis rigidior,3,Moderate,9.8,NA,NA,NA
F,5,Z3,Q3,Setaria incrassata,NA,High,8,NA,NA,NA
F,5,Z3,Q3,Heteropogon contortus,NA,Moderate,NA,NA,NA,NA
F,5,Z3,Q4,Cynodon dactylon,1,High,6.8,N,N,N
F,5,Z3,Q4,Digitaria eriantha,2,High,7.2,NA,NA,NA
F,5,Z3,Q4,Eragrostis rigidior,3,Moderate,8.6,NA,NA,NA
F,5,Z3,Q4,NA,NA,NA,8.9,NA,NA,NA
F,5,Z3,Q5,Cynodon dactylon,1,High,9.2,N,N,N
F,5,Z3,Q5,Digitaria eriantha,2,High,11.1,NA,NA,NA
F,5,Z3,Q5,Eragrostis rigidior,3,Moderate,12.4,NA,NA,NA
F,5,Z3,Q5,NA,NA,NA,12.4,NA,NA,NA
F,5,Z4,Q1,Cynodon dactylon,3,High,3.4,Y,Y,N
F,5,Z4,Q1,Digitaria eriantha,2,High,3.1,NA,NA,NA
F,5,Z4,Q1,Eragrostis rigidior,1,Moderate,2.2,NA,NA,NA
F,5,Z4,Q1,NA,NA,NA,2.6,NA,NA,NA
F,5,Z4,Q2,Cynodon dactylon,2,High,11,Y,Y,N
F,5,Z4,Q2,Digitaria eriantha,1,High,9.7,NA,NA,NA
F,5,Z4,Q2,NA,NA,NA,7.1,NA,NA,NA
F,5,Z4,Q2,NA,NA,NA,9.2,NA,NA,NA
F,5,Z4,Q3,Cynodon dactylon,1,High,3.9,N,N,N
F,5,Z4,Q3,Digitaria eriantha,2,High,7.9,NA,NA,NA
F,5,Z4,Q3,NA,NA,NA,5.1,NA,NA,NA
F,5,Z4,Q3,NA,NA,NA,4,NA,NA,NA
F,5,Z4,Q4,Cynodon dactylon,2,High,10.5,N,Y,N
F,5,Z4,Q4,Digitaria eriantha,1,High,10.1,NA,NA,NA
F,5,Z4,Q4,Heteropogon contortus,3,Moderate,10,NA,NA,NA
F,5,Z4,Q4,NA,NA,NA,14.3,NA,NA,NA
F,5,Z4,Q5,Digitaria eriantha,1,High,10.5,N,Y,N
F,5,Z4,Q5,Eragrostis rigidior,2,Moderate,8.5,NA,NA,NA
F,5,Z4,Q5,Aristida  canescens,3,Low,8.3,NA,NA,NA
F,5,Z4,Q5,Eragrostis viscosa,NA,Low,8.4,NA,NA,NA
F,5,Z4,Q5,Brachiaria brizantha,NA,Moderate,NA,NA,NA,NA
